Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64577257,04/07/2025 12:26:48 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,53-08 90 STREET,90 STREET,53 AVENUE,54 AVENUE,53 AVENUE,54 AVENUE,ADDRESS,ELMHURST,90 STREET,,In Progress,,,,04 QUEENS,4018397501,QUEENS,1019300,208166,ONLINE,Unspecified,QUEENS,,,,,,,,40.73797476734915,-73.87352176931351,"(40.73797476734915, -73.87352176931351)"
64577828,04/07/2025 12:26:44 AM,04/07/2025 01:45:45 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11209,9221 5 AVENUE,5 AVENUE,92 STREET,94 STREET,92 STREET,94 STREET,ADDRESS,BROOKLYN,5 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:45:53 AM,10 BROOKLYN,3061090018,BROOKLYN,976045,164282,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6175887832505,-74.02955440585416,"(40.6175887832505, -74.02955440585416)"
64573393,04/07/2025 12:26:29 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,808 PROSPECT PLACE,PROSPECT PLACE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,PROSPECT PLACE,,In Progress,,,,08 BROOKLYN,3012340005,BROOKLYN,998251,184937,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67427502491574,-73.94952553906852,"(40.67427502491574, -73.94952553906852)"
64572422,04/07/2025 12:26:13 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,230 WEST  126 STREET,WEST  126 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  126 STREET,,In Progress,,Your complaint has been received by the Police Department and additional information will be available later.,04/07/2025 02:28:58 AM,10 MANHATTAN,1019317501,MANHATTAN,998387,234420,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81009325451174,-73.94893125083748,"(40.81009325451174, -73.94893125083748)"
64573240,04/07/2025 12:26:02 AM,,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10033,4227 BROADWAY,BROADWAY,WEST  179 STREET,WEST  180 STREET,WEST  179 STREET,WEST  180 STREET,ADDRESS,NEW YORK,BROADWAY,,In Progress,,,04/07/2025 02:49:31 AM,12 MANHATTAN,1021760054,MANHATTAN,1001729,248661,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84917473118652,-73.93682145089919,"(40.84917473118652, -73.93682145089919)"
64576411,04/07/2025 12:25:57 AM,04/07/2025 01:10:13 AM,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,11222,216 ECKFORD STREET,ECKFORD STREET,NORMAN AVENUE,MESEROLE AVENUE,NORMAN AVENUE,MESEROLE AVENUE,ADDRESS,BROOKLYN,ECKFORD STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:10:18 AM,01 BROOKLYN,3026227501,BROOKLYN,997990,204044,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.72671967052988,-73.95042747857491,"(40.72671967052988, -73.95042747857491)"
64570424,04/07/2025 12:25:53 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1466 WEST    5 STREET,WEST    5 STREET,65 STREET,AVENUE O,65 STREET,AVENUE O,ADDRESS,BROOKLYN,WEST    5 STREET,,In Progress,,,04/07/2025 02:50:17 AM,11 BROOKLYN,3065790038,BROOKLYN,989989,162057,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.611483558651415,-73.97933001563813,"(40.611483558651415, -73.97933001563813)"
64577980,04/07/2025 12:25:52 AM,04/07/2025 12:45:54 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1436 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:46:03 AM,04 BRONX,2025370006,BRONX,1004948,246855,MOBILE,Unspecified,BRONX,,,,,,,,40.84421083543331,-73.92519182584024,"(40.84421083543331, -73.92519182584024)"
64577246,04/07/2025 12:25:43 AM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Worker Activity,Restaurant/Bar/Deli/Bakery,11354,154-01 NORTHERN BOULEVARD,NORTHERN BOULEVARD,154 STREET,155 STREET,154 STREET,155 STREET,ADDRESS,FLUSHING,NORTHERN BOULEVARD,,In Progress,,,,07 QUEENS,4052650007,QUEENS,1036647,217921,PHONE,Unspecified,QUEENS,,,,,,,,40.76466395447205,-73.8108491205443,"(40.76466395447205, -73.8108491205443)"
64577386,04/07/2025 12:25:15 AM,,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11360,204-10 29 AVENUE,29 AVENUE,203 PLACE,206 STREET,203 PLACE,206 STREET,ADDRESS,BAYSIDE,29 AVENUE,,In Progress,,,,11 QUEENS,4060340001,QUEENS,1043374,220984,ONLINE,Unspecified,QUEENS,,,,,,,,40.773028639694765,-73.78653809027868,"(40.773028639694765, -73.78653809027868)"
64576491,04/07/2025 12:25:06 AM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11229,2144 BROWN STREET,BROWN STREET,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,BROOKLYN,BROWN STREET,,In Progress,,,,15 BROOKLYN,3073640024,BROOKLYN,1000974,157731,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59959565061343,-73.939776390525,"(40.59959565061343, -73.939776390525)"
64573742,04/07/2025 12:25:06 AM,04/07/2025 01:01:15 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419,105-56 131 STREET,131 STREET,LIBERTY AVENUE,VAN SICLEN STREET,LIBERTY AVENUE,VAN SICLEN STREET,ADDRESS,SOUTH RICHMOND HILL,131 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,04/07/2025 01:01:19 AM,10 QUEENS,4095900137,QUEENS,1035892,190048,MOBILE,Unspecified,QUEENS,,,,,,,,40.68816397118761,-73.81378852447435,"(40.68816397118761, -73.81378852447435)"
64573728,04/07/2025 12:24:44 AM,04/07/2025 01:10:49 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,54-17 72 STREET,72 STREET,53 ROAD,GRAND AVENUE,53 ROAD,GRAND AVENUE,ADDRESS,MASPETH,72 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,04/07/2025 01:10:55 AM,05 QUEENS,4025060114,QUEENS,1014138,204951,MOBILE,Unspecified,QUEENS,,,,,,,,40.729169340620665,-73.89216315276441,"(40.729169340620665, -73.89216315276441)"
64571017,04/07/2025 12:24:42 AM,04/07/2025 01:14:16 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1716 TROUTMAN STREET,TROUTMAN STREET,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,TROUTMAN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:14:21 AM,05 QUEENS,4034160063,QUEENS,1006322,197590,MOBILE,Unspecified,QUEENS,,,,,,,,40.70898813131502,-73.92038764691374,"(40.70898813131502, -73.92038764691374)"
64570481,04/07/2025 12:24:39 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10472,1995 GLEASON AVENUE,GLEASON AVENUE,VIRGINIA AVENUE,PUGSLEY AVENUE,VIRGINIA AVENUE,PUGSLEY AVENUE,ADDRESS,BRONX,GLEASON AVENUE,,In Progress,,,,09 BRONX,2037930056,BRONX,1023603,242074,ONLINE,Unspecified,BRONX,,,,,,,,40.83102496186055,-73.85779574887515,"(40.83102496186055, -73.85779574887515)"
64574981,04/07/2025 12:24:36 AM,04/07/2025 12:46:05 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1435 DR MARTIN LUTHER KING JR BLVD,DR MARTIN LUTHER KING JR BLVD,MERRIAM AVENUE,BOSCOBEL PLACE,MERRIAM AVENUE,BOSCOBEL PLACE,ADDRESS,BRONX,UNIVERSITY AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:46:12 AM,04 BRONX,2025370038,BRONX,1005174,246677,MOBILE,Unspecified,BRONX,,,,,,,,40.843721745138744,-73.92437555648263,"(40.843721745138744, -73.92437555648263)"
64570962,04/07/2025 12:24:32 AM,04/07/2025 01:34:37 AM,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11229,2301 KINGS HIGHWAY,KINGS HIGHWAY,EAST   23 STREET,EAST   24 STREET,EAST   23 STREET,EAST   24 STREET,ADDRESS,BROOKLYN,KINGS HIGHWAY,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,04/07/2025 01:34:44 AM,14 BROOKLYN,3067700031,BROOKLYN,997950,162141,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61170538890312,-73.95065695433019,"(40.61170538890312, -73.95065695433019)"
64572919,04/07/2025 12:24:31 AM,04/07/2025 12:35:57 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462,2125 MATTHEWS AVENUE,MATTHEWS AVENUE,LYDIG AVENUE,PELHAM PARKWAY SOUTH,LYDIG AVENUE,PELHAM PARKWAY SOUTH,ADDRESS,BRONX,MATTHEWS AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,04/07/2025 12:36:03 AM,11 BRONX,,BRONX,1022169,250751,ONLINE,Unspecified,BRONX,,,,,,,,40.85484703240152,-73.8629285151545,"(40.85484703240152, -73.8629285151545)"
64576350,04/07/2025 12:24:11 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,805 PROSPECT PLACE,PROSPECT PLACE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,PROSPECT PLACE,,In Progress,,,,08 BROOKLYN,3012270076,BROOKLYN,998265,184942,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67428872663597,-73.94947505782707,"(40.67428872663597, -73.94947505782707)"
64576490,04/07/2025 12:23:35 AM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11228,8705 15 AVENUE,15 AVENUE,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,15 AVENUE,,In Progress,,,,11 BROOKLYN,3063940031,BROOKLYN,980965,161211,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.609162712066656,-74.01183107469411,"(40.609162712066656, -74.01183107469411)"
64574447,04/07/2025 12:23:07 AM,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Drug Store or Pharmacy,Business,10003,7 2 AVENUE,2 AVENUE,EAST HOUSTON STREET,EAST    1 STREET,EAST HOUSTON STREET,EAST    1 STREET,ADDRESS,NEW YORK,2 AVENUE,,In Progress,,,,03 MANHATTAN,1004560029,MANHATTAN,986722,203029,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7239440677887,-73.99108164753329,"(40.7239440677887, -73.99108164753329)"
64577208,04/07/2025 12:23:03 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10003,67 SAINT MARKS PLACE,SAINT MARKS PLACE,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,ST MARKS PLACE,,In Progress,,,,03 MANHATTAN,1004500041,MANHATTAN,988068,204505,PHONE,Unspecified,MANHATTAN,,,,,,,,40.727994850389365,-73.98622478171659,"(40.727994850389365, -73.98622478171659)"
64574284,04/07/2025 12:23:00 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11373,52-09 90 STREET,90 STREET,52 AVENUE,53 AVENUE,52 AVENUE,53 AVENUE,ADDRESS,ELMHURST,90 STREET,,In Progress,,,,04 QUEENS,4018540076,QUEENS,1019231,208417,ONLINE,Unspecified,QUEENS,,,,,,,,40.73866397262238,-73.87376945087564,"(40.73866397262238, -73.87376945087564)"
64575004,04/07/2025 12:22:57 AM,04/07/2025 12:45:42 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1436 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:45:52 AM,04 BRONX,2025370006,BRONX,1004948,246855,MOBILE,Unspecified,BRONX,,,,,,,,40.84421083543331,-73.92519182584024,"(40.84421083543331, -73.92519182584024)"
64572447,04/07/2025 12:22:54 AM,04/07/2025 01:47:47 AM,DHS,Department of Homeless Services,Encampment,N/A,Park/Playground,10002,71 HENRY STREET,HENRY STREET,MANHATTAN BRIDGE LINE,MANHATTAN BRIDGE,MANHATTAN BRIDGE LINE,MANHATTAN BRIDGE,ADDRESS,NEW YORK,HENRY STREET,,Closed,,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,04/07/2025 01:47:54 AM,03 MANHATTAN,,MANHATTAN,985919,199068,MOBILE,N/A,MANHATTAN,,,,,,,,40.71307226273342,-73.99397965111204,"(40.71307226273342, -73.99397965111204)"
64574444,04/07/2025 12:22:54 AM,04/07/2025 12:59:01 AM,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,10002,71 HENRY STREET,HENRY STREET,MANHATTAN BRIDGE LINE,MANHATTAN BRIDGE,MANHATTAN BRIDGE LINE,MANHATTAN BRIDGE,ADDRESS,NEW YORK,HENRY STREET,,Closed,,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,04/07/2025 12:59:04 AM,03 MANHATTAN,,MANHATTAN,985919,199068,MOBILE,N/A,MANHATTAN,,,,,,,,40.71307226273342,-73.99397965111204,"(40.71307226273342, -73.99397965111204)"
64573321,04/07/2025 12:22:50 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10452,1175 GRAND CONCOURSE,GRAND CONCOURSE,MCCLELLAN STREET,TUDOR PLACE,MCCLELLAN STREET,TUDOR PLACE,ADDRESS,BRONX,GRAND CONCOURSE,,In Progress,,,,04 BRONX,2024630016,BRONX,1006762,242968,PHONE,Unspecified,BRONX,Other,,,,,,,40.83353771636046,-73.91864858945218,"(40.83353771636046, -73.91864858945218)"
64572799,04/07/2025 12:22:42 AM,04/07/2025 12:34:02 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10016,431 THIRD AVENUE,THIRD AVENUE,EAST   30 STREET,EAST   31 STREET,EAST   30 STREET,EAST   31 STREET,ADDRESS,NEW YORK,3 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/07/2025 12:34:08 AM,06 MANHATTAN,1009110001,MANHATTAN,989824,210079,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74329317230181,-73.97988457357077,"(40.74329317230181, -73.97988457357077)"
64571594,04/07/2025 12:22:34 AM,04/07/2025 01:33:53 AM,NYPD,New York City Police Department,Drinking,In Public,Street/Sidewalk,10460,GARFIELD STREET,GARFIELD STREET,GARFIELD STREET,VAN NEST AVENUE,GARFIELD STREET,VAN NEST AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:34:03 AM,11 BRONX,,BRONX,1020774,246247,ONLINE,Unspecified,BRONX,,,,,,,,40.84249077739232,-73.86799575765602,"(40.84249077739232, -73.86799575765602)"
64574692,04/07/2025 12:22:13 AM,04/07/2025 12:42:45 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,81 NORTH PORTLAND AVENUE,NORTH PORTLAND AVENUE,PARK AVENUE,AUBURN PLACE,PARK AVENUE,AUBURN PLACE,ADDRESS,BROOKLYN,NORTH PORTLAND AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:42:52 AM,02 BROOKLYN,3020410001,BROOKLYN,990841,192624,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69538270128887,-73.97623152066696,"(40.69538270128887, -73.97623152066696)"
64576335,04/07/2025 12:22:01 AM,,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,11103,25-79 STEINWAY STREET,STEINWAY STREET,25 AVENUE,28 AVENUE,25 AVENUE,28 AVENUE,ADDRESS,ASTORIA,STEINWAY STREET,,In Progress,,,04/07/2025 02:27:28 AM,01 QUEENS,4006840013,QUEENS,1008618,218918,ONLINE,Unspecified,QUEENS,,,,,,,,40.76752214982354,-73.91202886360843,"(40.76752214982354, -73.91202886360843)"
64575207,04/07/2025 12:21:39 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11356,113-14 14 ROAD,14 ROAD,113 STREET,114 STREET,113 STREET,114 STREET,ADDRESS,COLLEGE POINT,14 ROAD,,In Progress,,,,07 QUEENS,4040640016,QUEENS,1024851,225165,PHONE,Unspecified,QUEENS,,,,,,,,40.78460884930202,-73.85338830567754,"(40.78460884930202, -73.85338830567754)"
